0.05   0.997852968275677 0.0019339211334892 0.000213110590834013   0.997212640240657 0.00257482190062563 0.000212537858717277   0.996111569860917 0.00367686572775573 0.000211564411326324   0.994499533932832 0.00529030086975969 0.000210165197409609   0.992307355409365 0.00748433301128843 0.000208311579346327   0.989448063188691 0.0103459593898751 0.000205977421435203   0.985818415393675 0.0139784381985348 0.000203146407788897   0.981300805620403 0.0184993741969219 0.00019982018267709   0.975765570914281 0.0240384022843399 0.000196026801379037
0.09999999999999999   0.996670849237952 0.00311653760916828 0.000212613152879915   0.994229841743709 0.00555968800486783 0.000210470251423129   0.989725021455213 0.0100682786026045 0.000206699942182259   0.982529180273142 0.0172696683459805 0.000201151380879287   0.971820835809475 0.0279852828567062 0.000193881333819405   0.95664394184956 0.0431707009165049 0.00018535723393568   0.935987497361139 0.0638358794167086 0.000176623222150908   0.908884534622232 0.0909461025874623 0.00016936279030626   0.874527237409238 0.125306966665455 0.000165795925307577
0.15000000000000002   0.995262567995093 0.00452551413753971 0.000211917867368959   0.990072800441844 0.00971970931161536 0.00020749024654225   0.979736252299642 0.0200641698918801 0.00019957780847556   0.961947063563929 0.0378644964854712 0.000188439950601592   0.933945512813315 0.0658783714781912 0.000176115708496105   0.893012673566223 0.106820258254418 0.000167068179358842   0.837098316752355 0.162733974233427 0.000167709014216463   0.765508125727086 0.23430745692766 0.000184417345253803   0.679511458064181 0.320268108345827 0.000220433589993176
0.2   0.993766964999018 0.006021883445663 0.000211151555320207   0.98525172130488 0.0145441491735853 0.000204129521533279   0.967190644613603 0.0326175765441258 0.000191778842269221   0.934619604575016 0.0652038523721953 0.000176543052791482   0.882341873587817 0.117491938239885 0.000166188172299533   0.80670117428337 0.19312595540251 0.000172870314122264   0.707552697961539 0.292240211113594 0.000207090924866629   0.589789971032596 0.409941287206821 0.000268741760582271   0.463561976892878 0.536096074624257 0.000341948482865923
0.25   0.992325748232366 0.00746381300850366 0.000210438759132194   0.980460123065236 0.0193389021602909 0.000200974774475308   0.954148211129697 0.0456668064778212 0.000184982392479428   0.905550619896134 0.0942803374237888 0.000169042680078941   0.827755811787121 0.172075315756654 0.000168872456225116   0.718592274237661 0.281205605605187 0.000202120157152267   0.58404732544494 0.41568072132096 0.000271953234097121   0.439193616463341 0.560451146856645 0.000355236680014274   0.304752284783627 0.694835016191392 0.00041269902498218
0.30000000000000004   0.991064031848623 0.00872608349234434 0.000209884659034568   0.976440362353611 0.0233611124386032 0.000198525207785073   0.943106849914194 0.0567129507586209 0.00018019932718137   0.880926419809238 0.118907436583294 0.000166143607468262   0.782452546880167 0.217368605161958 0.000178847957873802   0.648766623681997 0.350997564878135 0.000235811439869064   0.49347747255848 0.506197711087977 0.000324816353541275   0.341035634283116 0.658563555626985 0.000400810089898197   0.217549972641438 0.782028076312806 0.000421951045757551
0.35000000000000003   0.990070529691626 0.00971990968654059 0.000209560621835634   0.973790339287952 0.0260125645899997 0.000197096122047956   0.936168163485755 0.0636541931730505 0.00017764334119147   0.865759338936519 0.134074955458378 0.000165705605104653   0.755218803602928 0.24459367712661 0.000187519270461435   0.608420220148719 0.391321869571895 0.000257910279387724   0.444337481405464 0.555310131510689 0.00035238708384459   0.292681992454039 0.706902548650547 0.00041545889541436   0.180395699115213 0.819190398334546 0.000413902550243319
0.4   0.989384128826232 0.0104063748914633 0.000209496282306085   0.972808903405654 0.0269942944804722 0.000196802113876439   0.934414423884794 0.0654084470179647 0.000177129097235859   0.862502839239844 0.137331473743301 0.000165687016855904   0.749730584117897 0.250079983677685 0.000189432204417407   0.600527349783591 0.399210256398718 0.000262393817692011   0.435009935686072 0.56463269395437 0.000357370359557004   0.283979116418197 0.715603702887345 0.000417180694457895   0.174353513848705 0.825235171313216 0.000411314838079783
0.45000000000000007   0.988991198767629 0.0107991217400952 0.000209679492275256   0.973440618438074 0.0263617961101183 0.000197585451808659   0.937701329886764 0.0621202086929533 0.00017846142027842   0.870794977958926 0.129039411876209 0.000165610164864665   0.765104676136222 0.234711322794937 0.000184001068840904   0.623184907395078 0.376565431037064 0.000249661567859883   0.462055295951054 0.537602072413658 0.000342631635287196   0.309847511137434 0.689741777233776 0.000410711628788424   0.193540757639829 0.806042664483535 0.000416577876639003
0.5   0.98883398008987 0.0109559566642065 0.000210063245926872   0.975328391077626 0.024472358168361 0.000199250754014819   0.944844173022061 0.0549743241550008 0.000181502822937298   0.887940824833842 0.111892684718477 0.000166490447682366   0.796881133700044 0.202944193405144 0.000174672894812461   0.671153646668016 0.328622180941492 0.000224172390493959   0.521846121602766 0.477845571248095 0.000308307149137549   0.370767751492423 0.628843753021978 0.000388495485598838   0.242821732704786 0.756756871995846 0.00042139529936984
0.55   0.988826757506947 0.0109626650812595 0.000210577411797115   0.977941054172331 0.0218574469652591 0.000201498862410467   0.954066612406333 0.0457474020283615 0.000185985565304258   0.909831327129008 0.0899989451019984 0.000169727768994732   0.838038470113587 0.161794561000151 0.000166968886262051   0.735654691691759 0.264150552522446 0.000194755785797057   0.60740384644018 0.392337609868915 0.000258543690902164   0.466444948426446 0.533214838702645 0.000340212870909658   0.331663480040083 0.667932233082886 0.000404286877032571
0.6   0.988874654108933 0.0109142033545611 0.000211142536508809   0.980722777980896 0.0190732486118034 0.000203973407304192   0.963540384368719 0.0362682795570085 0.000191336074270616   0.932119025973918 0.0677051751985702 0.000175798827513778   0.880531948071527 0.119302613944957 0.000165437983515331   0.804846106813785 0.19498126464896 0.00017262853725817   0.705291918354833 0.294500341207673 0.000207740437492717   0.587058195019657 0.41267163807537 0.000270166904972135   0.460853586542154 0.538803090503213 0.000343322954634516
0.65   0.988890161371286 0.0108981557040791 0.000211682924636742   0.983213371724667 0.0165803037776956 0.000206324497640224   0.971834467304692 0.0279688068344686 0.000196725860835995   0.951358169420971 0.0484581486048225 0.000183681974207528   0.917435990250704 0.0823931933519326 0.00017081639736242   0.866723715070874 0.133111398692923 0.000164886236204047   0.797613465637936 0.202212254286333 0.000174280075728925   0.710457702706631 0.289337003305946 0.000205293987422328   0.609254132117925 0.390489028742497 0.000256839139579413
0.7000000000000001   0.988804385059764 0.010983478218834 0.000212136721403277   0.98510911659536 0.0146826116841781 0.000208271720464717   0.978134057349784 0.021664609823688 0.000201332826523986   0.9656835891913 0.0341249735522422 0.000191437256458643   0.94476753993798 0.0550525653110473 0.000179894750972085   0.913231948578028 0.0865985383446525 0.000169513077318722   0.869407928133524 0.13042732731293 0.000164744553545295   0.811949925342084 0.18787913158612 0.00017094307179589   0.741406811223553 0.258400838294941 0.000192350481509374
0.75   0.988572359184104 0.0112151789853375 0.000212461830560987   0.986263005869694 0.0135273533744885 0.000209640755820399   0.982197200608206 0.0175981972846475 0.000204602107141153   0.974761991183848 0.0250406675234317 0.000197341292719776   0.961842448508621 0.03796923992518 0.000188311566197276   0.942299892844794 0.0575216318338466 0.000178475321358964   0.914890512720023 0.0849397376023144 0.000169749677659433   0.878215841256516 0.121619136786332 0.00016502195714987   0.831955002122926 0.167877275389464 0.000167722487611341
0.8   0.988173603961794 0.0116137582401851 0.000212637798023007   0.986647397867225 0.0131422382971997 0.000210363835579266   0.984142102771604 0.0156515729818932 0.00020632424649615   0.979171368718961 0.0206280764432236 0.000200554837814912   0.970050861700824 0.0297558582844193 0.000193280014755017   0.956202748410486 0.0436123997447051 0.000184851844810003   0.936605192468323 0.0632185732456613 0.000176234286012829   0.910248493538973 0.0895825083017718 0.000168998159250446   0.877008483093452 0.122826393063577 0.000165123842975082
0.85   0.987609808463434 0.0121775268564808 0.000212664680087715   0.986310185840742 0.0134793567401389 0.000210457419124984   0.984220834469186 0.0155726204972875 0.000206545033518522   0.979687317905728 0.0201116715847703 0.000201010509502038   0.97114442842093 0.0286615276785515 0.000194043900515655   0.958146404457553 0.0416676817917321 0.000185913750712875   0.939588133735976 0.0602343783533003 0.000177487910721761   0.914827545413368 0.0850023598063515 0.000170094780278144   0.883926493713782 0.115908134891663 0.000165371394555951
0.9   0.986901183471754 0.0128862564678396 0.000212560060407357   0.985346378439376 0.0144436229912883 0.000209998569340511   0.982698593121637 0.0170959548777684 0.000205452000589621   0.976907053231996 0.0228939086133938 0.000199038154608917   0.966273193059802 0.0335357791387283 0.000191027801467727   0.950109246133423 0.0497087878528347 0.000181966013740212   0.927011333132536 0.0728154398721883 0.000173226995274398   0.896579380023526 0.103253907712813 0.000166712263658364   0.858680306341881 0.141154971186904 0.000164722471216887
0.9500000000000001   0.986082205008827 0.0137054400152685 0.000212354975905516   0.983889087459194 0.0159018020318864 0.000209110508923338   0.979859765623316 0.0199369029792069 0.000203331397471048   0.971311445691521 0.0284933453848826 0.000195208923594606   0.956148677492439 0.0436659852978333 0.000185337209725103   0.93310660061236 0.0667183061401048 0.000175093247534977   0.900406377430542 0.0994264783435391 0.000167144225914771   0.857839594219164 0.141995562093179 0.000164843687654879   0.804998387206442 0.194829665797984 0.000171946995576992
1.0   0.985196788861123 0.0145911220747592 0.00021208906411788   0.982109275103427 0.0176827723682868 0.000207952528287313   0.976076327860943 0.0237231054148589 0.000200566724193545   0.963549350884978 0.0362603144813732 0.000190334633647046   0.941792602760302 0.0580287706720144 0.000178626567682595   0.908748804207565 0.0910827412694138 0.000168454523018819   0.862427275422366 0.137408096928267 0.000164627649365618   0.803038085197095 0.196789541049696 0.000172373753206793   0.730537462452747 0.269266394001504 0.000196143545751779
